name,subject0,subject1,subject2,subject3
Viola Miller,1.0,8.8,1.5,10.0
Michelle Martin,5.2,4.7,2.3,6.7
Margaret Lawrence,7.0,7.4,5.6,3.8
David Pettner,0.3,6.8,5.3,7.8
Randi Stansbury,9.4,2.1,10.0,2.4
Carlos Gonzalez,5.3,6.1,4.9,6.8
Lori Wilkerson,8.8,0.8,2.7,4.1
Alma Jackson,6.6,8.2,1.2,4.3
Janis Bridges,3.3,0.0,4.6,6.1
Jacqueline Vinson,8.7,5.8,5.5,5.4
Thomas Mccartney,9.5,10.0,10.0,5.4
Gayle Shoemaker,8.5,1.1,7.4,5.0
Brandon Jones,9.0,8.7,0.4,6.4
Darryl Lynch,2.1,5.8,2.8,5.0
Rhonda Brandenberger,4.5,2.7,8.6,4.3
Jonathan Smith,7.7,7.6,2.8,0.6
Lee Green,9.3,8.4,1.7,3.4
Claudia Delcolle,10.0,2.0,5.6,9.2
Nicole Davis,2.8,1.4,2.4,7.4
Leonila Andrews,0.4,1.2,6.8,9.9
Ethel Quinones,7.6,7.8,8.9,3.1
Adrian Sims,7.7,0.3,4.5,3.2
Tasha Crawford,4.0,7.0,8.6,9.4
Tammy Cooper,3.9,7.6,7.0,9.4
Jaime Alderson,0.5,0.9,3.7,9.3
Larry Smith,2.5,5.0,9.0,3.6
Terry Murphy,9.6,8.7,9.9,1.2
Jayme Coello,4.3,7.7,3.5,2.1
Ed Strickland,5.2,2.0,3.6,10.0
Jeremy Farley,0.7,10.0,4.7,6.9
George Williams,10.0,6.7,2.7,7.8
Candace Lazzari,7.7,6.2,5.2,8.1
Patrick Pena,5.0,7.1,9.5,9.7
Elizabeth Lombardo,3.3,1.4,10.0,9.9
Richard Andrews,6.5,2.0,10.0,10.0
Barbara Gadd,0.0,6.6,7.4,10.0
Annette Freeman,5.6,0.5,4.9,0.6
Yvette Snell,3.5,3.0,9.2,1.7
Kristopher Johnson,5.7,1.1,5.0,1.8
Anne Robinson,6.1,7.5,2.9,1.7
Tammy Deleone,7.0,1.5,9.0,2.6
Mark Meehan,0.8,7.6,1.9,7.4
Ronald Childs,2.3,3.7,1.4,8.6
Michael Calles,8.1,7.9,5.7,5.0
Jane Seawell,7.8,8.3,1.1,0.1
Ana Shane,1.3,5.3,10.0,4.2
Patricia Carroll,1.4,4.7,2.5,4.9
Celia Wilson,3.1,4.6,10.0,6.9
Julia Chavez,8.7,2.7,10.0,0.3
Charles Ramirez,2.1,4.0,9.0,0.9
Lillian Robertson,0.9,0.9,8.5,4.4
Irene Ekstrom,7.5,8.2,9.4,1.9
William Gough,1.7,10.0,2.9,6.4
David Dini,4.0,2.6,0.1,2.6
William Gajate,10.0,8.8,5.0,10.0
Joyce Bell,10.0,4.2,5.1,9.2
Kellie Hutson,7.7,0.5,0.0,4.3
Luis Jackson,10.0,10.0,2.5,0.9
Richard Lail,8.2,2.4,3.7,6.2
Ina Smith,4.2,4.2,6.5,0.6
Donna Kightlinger,2.9,5.2,1.7,5.5
Robin Vangieson,6.5,8.9,4.0,10.0
Ryan Tracy,9.7,5.4,6.6,1.5
James Goble,4.4,4.0,7.8,0.5
Harriett Tables,9.6,8.3,9.4,0.7
Martha Jones,7.1,3.8,3.3,1.1
Leslie Denning,10.0,10.0,10.0,10.0
Ray Waters,4.3,2.6,1.7,4.1
Edna Cregan,5.0,7.4,5.5,3.8
Bruce Burke,5.6,0.0,1.4,0.5
Thomas Hamlin,1.0,7.1,0.9,6.2
Theodore Chan,10.0,2.0,8.5,8.7
David Waller,10.0,10.0,2.8,2.2
Donnie Jackson,7.2,1.5,5.1,3.1
Jessie Osman,8.9,9.1,2.2,10.0
Deborah Hilgert,10.0,7.9,10.0,2.1
Pamela Quince,4.7,8.5,2.8,8.9
Robert Garbacz,7.9,7.2,2.9,0.6
Sharon Bryant,3.3,1.0,7.5,4.0
Jose Ramirez,6.7,2.3,2.1,2.3
John Omalley,4.4,0.7,2.1,8.3
Maggie Mann,8.4,7.3,7.5,9.9
Brittany Mobilia,10.0,9.9,9.1,10.0
Virginia Martin,1.4,7.6,8.5,4.5
Cynthia Gray,6.0,2.3,1.7,2.8
Courtney Fruge,5.6,9.4,10.0,6.8
Lillie Perkins,9.4,5.2,8.2,6.1
Alfredo Turk,0.4,1.5,1.3,2.1
Gracie Mcdonald,10.0,6.7,0.1,7.8
Pam Hughes,9.6,8.2,1.0,3.4
Jana Stanfield,3.5,2.2,6.3,2.5
William Wilson,9.5,9.2,3.3,10.0
Trevor Paddock,5.0,4.8,9.5,7.1
David Ross,8.1,7.8,5.0,3.6
Lisa Leung,0.5,10.0,0.9,3.8
Sergio Burridge,2.7,10.0,7.8,6.2
Peter Meeker,3.5,8.0,7.0,0.0
Florentina Chase,8.1,1.2,0.2,8.7
Steve Chacko,1.1,10.0,9.6,6.4
James Brennan,3.3,9.4,4.6,1.6
Yulanda Womack,3.3,4.7,2.4,9.6
Jennifer Vance,8.7,10.0,10.0,9.6
Isela Terrio,8.3,5.0,8.1,9.8
Edward Garcia,6.4,0.3,2.6,5.3
Henry Kee,3.3,7.6,0.9,2.0
Sonya Sichler,0.9,8.7,9.5,8.7
Jose Lee,1.6,6.0,1.0,2.3
Wilson Lucero,6.9,4.7,6.6,7.6
Leslie Graves,10.0,3.0,1.4,8.3
Paul Sayman,2.0,1.0,6.0,0.4
Marcus Robinson,3.1,3.5,10.0,3.9
Stephanie Nestor,7.3,8.3,6.6,7.0
Raquel Oberholtzer,5.8,10.0,3.5,1.4
Lillian Lane,2.3,0.3,4.3,0.5
Robert Johnson,8.8,10.0,8.0,4.7
Javier Barkett,4.6,0.8,3.9,4.9
Jesse Jameson,10.0,6.9,10.0,7.4
Margaret Meeler,6.7,10.0,5.2,0.4
John Baise,2.2,4.8,9.3,0.6
Crystal Mahon,7.2,9.9,2.4,3.8
Maurice Davis,2.4,1.1,10.0,7.1
Allen Floyd,2.6,0.6,2.9,9.0
Donn Bowman,1.4,5.9,8.8,6.2
Roberta Nichols,5.4,2.5,8.2,5.0
Brent Grooms,0.7,8.0,0.5,0.4
Kim Martin,7.5,3.4,7.7,4.7
Elizabeth Mcvey,7.0,2.0,1.8,1.1
Bruce Thompson,10.0,8.1,7.1,8.6
Fernando Garza,8.8,2.6,6.1,5.7
Joe Keys,6.0,3.8,3.8,8.6
Marilyn White,10.0,4.4,5.7,9.9
William Turner,9.7,4.7,2.1,10.0
Karen Hasse,10.0,8.3,8.3,4.6
Allison Sons,0.1,0.8,5.1,6.9
Lewis Margolis,10.0,4.5,0.7,2.2
John Gore,10.0,5.7,4.8,7.4
Christine Gilliam,4.3,9.5,1.1,0.3
Cheryl Reynolds,5.8,6.2,4.4,6.3
Jo Livesay,1.6,4.9,7.9,8.5
William Harper,6.1,5.3,10.0,10.0
Leland Warbritton,8.1,8.4,0.5,9.4
Walter Gaitor,9.0,9.1,7.2,0.7
Leila Baginski,6.1,10.0,8.7,6.3
Mary Labarbera,10.0,7.8,10.0,1.0
Sandra Herlocker,4.0,0.2,0.7,3.4
Anthony Larkin,2.0,5.6,9.4,1.4
Lowell Pothoven,0.7,3.6,1.9,2.4
Susan Pollard,7.9,9.1,7.6,9.7
John Jones,8.5,3.0,3.5,9.3
Miguel Penland,6.8,6.8,10.0,2.4
Dorothy Rigby,5.2,5.7,5.1,9.4
Terry Garcia,10.0,8.8,7.7,8.2
Kathryn Hansen,5.0,7.3,5.9,3.1
Kelly Mahoney,4.4,6.7,5.8,3.8
Zachary Howk,7.1,8.8,3.0,5.8
Tiffany Pope,8.4,1.4,8.6,8.2
Wayne Maxey,3.4,1.6,7.1,4.0
Eric Braden,0.1,1.3,8.0,7.1
David Gladwin,10.0,0.5,4.4,1.2
Pauline Flores,4.8,7.4,0.5,3.3
Edward Morris,2.5,1.4,2.7,10.0
John Waterman,9.5,6.4,1.1,8.6
Walter Skinner,1.5,5.7,3.8,9.2
Christine Mccool,4.7,9.6,2.5,1.1
Ann Clinkscales,1.0,2.3,1.3,5.2
Gino Olson,2.7,0.8,0.7,6.6
Allison Poole,7.2,4.1,2.5,4.3
Jack Engemann,10.0,3.8,10.0,4.5
Frederick Griffo,6.0,9.2,8.3,10.0
Evonne Little,5.2,5.5,7.9,5.6
Laura Caldwell,6.4,5.6,0.7,0.0
Erica Jackson,10.0,9.2,0.1,0.4
Sylvia Dicarlo,6.8,1.3,10.0,5.2
Ramon Cooper,7.4,2.6,1.7,1.2
Douglas Argabright,8.5,8.3,5.2,8.2
John Bacon,8.4,2.5,10.0,9.0
William Buran,10.0,9.9,5.0,2.8
Jack Hensley,0.0,3.2,1.1,4.8
Stacey Eaddy,7.0,8.6,10.0,10.0
Sandy Bejjani,1.1,4.4,10.0,10.0
Chelsey Carter,2.7,3.9,9.3,9.9
John Jackson,9.6,9.6,6.5,7.6
Charlotte Cole,8.3,6.3,5.6,9.1
Man Toborg,2.4,4.8,6.7,3.7
Peter Steenbergen,10.0,8.2,1.2,6.9
Barbara Boehme,0.7,5.7,0.4,2.9
Gregory Garcia,1.0,10.0,7.8,6.5
Fredrick Serviss,4.0,8.8,9.0,2.1
John Peoples,7.3,8.4,10.0,7.4
Jessie Cooperrider,7.5,8.8,8.6,2.0
Victor Dickey,2.7,7.3,5.3,5.0
Kimberly Guy,4.7,0.8,0.1,3.2
Francisco Layel,5.8,5.8,4.5,0.8
Lois Lewis,8.7,1.5,0.6,1.7
Stacy Allen,9.3,0.7,0.4,10.0
Sandra Lee,3.2,9.7,9.6,9.4
Everette Barber,2.8,3.7,6.9,1.0
Patty Williams,6.4,4.7,8.1,1.5
Rickie Odell,4.3,2.6,3.3,1.1
Edna Copeland,1.4,4.0,2.7,7.4
Keith Odonnell,5.7,4.9,1.1,5.9
Maria Mayo,4.0,9.9,5.3,8.1
Marcia Ross,9.4,1.9,2.4,2.0
Jose Kenney,0.3,6.4,10.0,5.4
Bette Laguna,1.4,4.6,0.9,0.2
Valarie Williams,0.8,6.5,2.3,4.2
Nicholas Whitney,5.2,8.3,0.5,4.6
Christopher Desilva,3.9,2.4,3.4,0.4
Yolanda Yates,5.5,10.0,6.8,9.5
Beatrice Smith,10.0,2.5,4.0,10.0
Jason Thomas,4.2,0.7,1.4,5.2
Muriel Bender,2.9,6.1,8.4,7.0
Russ Temblador,7.1,10.0,10.0,5.3
Evelyn Childs,1.3,2.5,4.1,3.0
Terry Hines,4.4,3.4,4.2,10.0
Matthew Destephen,4.1,2.2,6.0,8.6
Jean Brito,1.8,9.8,5.9,10.0
Stacy Friend,10.0,8.8,1.9,6.2
Sherry Rivera,6.0,5.2,4.9,9.9
Mary Ringstaff,6.6,9.9,6.0,0.2
Ryan Delaune,0.3,0.6,3.8,9.7
Jean Harris,2.4,4.7,5.8,3.7
Miguel Wallen,1.7,1.9,10.0,8.6
Jaqueline Boynton,7.5,1.4,3.7,8.5
Melissa Infantino,8.6,9.9,7.9,8.9
Christopher Gipson,9.7,6.6,0.0,6.1
Timothy Wheeler,4.6,4.5,7.9,0.9
Maria Cavazos,10.0,8.1,5.8,10.0
Molly Nelson,4.1,9.4,7.1,10.0
Holly Dow,4.0,0.0,10.0,1.2
Andrea Brock,7.1,1.5,9.0,2.8
Bernice Fernandez,4.1,1.0,9.3,9.3
Luis Muniz,6.5,9.0,0.7,0.0
Mark Jackson,0.5,9.7,3.0,1.4
Ralph Cadena,3.6,9.8,1.8,9.7
Dessie Bellanger,3.8,5.5,10.0,2.9
Jordan Grisham,0.1,4.5,3.6,6.1
Dorathy Ward,8.9,3.9,5.4,6.8
John Burns,1.5,6.8,4.0,8.7
Eugenia Mitchell,9.2,1.4,2.2,3.0
Nancy Woosley,5.2,3.1,4.0,0.0
Barbara Bridenbaker,1.4,5.0,3.7,1.3
Robin Issac,10.0,10.0,9.6,10.0
Dorothy Diaz,2.2,6.4,2.3,8.4
Jacquelin Petix,6.2,5.9,4.0,10.0
Kenneth Leeman,8.7,7.9,1.0,0.3
Derek Villanueva,7.0,10.0,8.2,1.6
Ida Gimbel,10.0,10.0,3.0,8.9
Michael Smith,4.4,5.8,4.9,1.0
Morton Roy,3.0,9.1,6.6,8.5
Paul Mccoy,5.9,7.6,3.2,9.7
Charles Jacobsen,1.2,2.3,8.5,10.0
John Forrest,1.0,10.0,7.8,10.0
Christopher Duncan,4.8,2.5,6.2,5.6
Rebecca Teich,2.1,1.1,0.7,2.1
John Shivers,8.3,2.9,3.1,5.7
Ryan Groves,2.5,3.6,10.0,7.6
Ronda Clayton,4.1,8.5,0.9,6.8
Carmen Meyer,9.6,5.6,9.5,0.0
Dominic Frederick,7.1,10.0,2.9,4.4
John Young,9.1,1.9,8.0,9.9
Richard Eger,5.1,7.1,6.6,10.0
Noah Brown,0.2,10.0,4.1,6.8
Frank Rainey,4.3,2.1,1.6,4.7
Paul Hack,3.1,0.8,4.5,6.4
Fonda Gama,6.7,6.3,1.0,0.7
James Larrison,3.3,1.3,10.0,9.7
Cleotilde Parker,7.3,5.3,9.0,1.3
Anne Galuska,8.6,1.0,0.6,8.0
Barbara Jones,7.8,7.9,8.9,3.6
David Fisher,5.4,0.9,7.9,5.8
Melissa Harris,7.5,10.0,2.4,6.3
Joseph Juarez,8.9,6.1,6.5,2.7
Jamie Carmichael,1.6,0.0,0.6,2.2
Kathy Ennis,9.8,7.5,0.1,4.0
Robert Markert,7.8,6.3,0.5,4.4
Jodi Schell,9.9,8.4,9.5,1.7
Florence Mcdaniel,10.0,9.0,5.0,0.2
Christina Mccormick,0.2,1.3,9.4,3.5
Dennis Sutton,6.9,7.3,2.8,0.8
Marsha Bales,5.7,7.7,3.1,9.7
James Windmeyer,7.7,5.3,8.8,9.8
Eric Green,9.1,7.7,8.3,2.9
Nancy Rabenold,7.6,2.1,0.6,2.6
Ashley Frye,4.4,8.6,7.0,0.8
David Long,3.4,10.0,3.4,8.2
Melissa Fahnestock,1.2,9.2,9.9,5.8
Angie Hancock,3.8,4.2,8.2,2.8
Donna Jordan,4.5,5.7,4.0,1.3
Joyce Mclean,9.1,3.0,10.0,2.6
Phyllis Obrien,0.3,9.0,10.0,4.9
Leola Allamong,9.4,9.6,9.6,2.8
Bessie Medina,6.6,10.0,5.5,6.1
Jennifer Michalak,10.0,7.7,10.0,2.7
Lola Garcia,0.6,1.7,9.8,3.4
Margaret Wilham,2.6,9.1,2.9,8.8
Evelyn Turner,0.0,9.6,0.8,9.9
Ross Mckenzie,0.9,8.0,10.0,2.4
Richard Vien,3.5,7.2,7.5,7.0
Roger Peterson,0.5,7.4,0.5,1.1
Danielle Clayton,7.7,9.8,8.1,1.7
Doris Ramgel,8.6,4.0,5.0,5.0
Larry Slauson,5.7,10.0,10.0,3.0
Dale Swanson,8.6,7.4,3.4,9.8
Mary Carlsen,2.0,10.0,5.3,0.4
Michele Williams,8.7,5.3,4.8,8.8
Marlene Dolan,2.8,6.0,3.7,6.7
David Mcwhorter,1.7,10.0,9.3,7.3
Everett Kendall,2.9,8.1,4.1,1.1
Larry Ruic,2.0,10.0,8.9,3.4
David Leanos,1.9,10.0,9.9,6.6
Gerardo Nolazco,4.1,3.4,9.8,8.2
Berta Stone,10.0,9.3,5.4,1.4
Virgil Mcclendon,3.9,9.5,5.2,10.0
Michael Neihart,1.6,7.3,5.9,9.8
Sharlene Kester,6.6,2.8,3.6,3.9
Rena Tugwell,5.4,10.0,0.6,2.9
Kirk Nunez,0.6,9.9,3.4,9.4
Jeremiah Johnson,1.2,7.0,10.0,9.2
Ronda Elrod,7.7,7.2,10.0,9.6
Scott Phillips,7.1,10.0,7.8,4.3
Dennis Mckenny,5.1,1.7,2.3,6.6
Joel Conzemius,8.3,7.5,8.5,6.3
Natalie Huggins,8.7,8.7,0.1,6.6
John Farrell,5.1,10.0,0.5,2.4
Deborah Wright,3.7,3.3,5.8,2.8
Cassandra Briggs,1.2,2.8,4.7,5.4
Robert Hamm,8.8,7.1,7.6,2.0
Pamala Nelson,9.9,2.6,8.2,9.6
Stan Chapman,1.2,10.0,4.3,5.6
Robert Bradshaw,9.6,5.8,6.7,7.1
Julie Bosak,1.2,0.7,10.0,2.7
Evelyn Brown,7.5,5.2,1.1,4.8
Kathleen Kirby,5.2,8.2,10.0,1.7
Fred Rhodes,2.0,3.6,4.1,7.1
Joan Vassar,1.3,4.0,8.4,7.6
Phyllis James,1.9,2.1,4.4,5.5
Nancy Lopez,1.6,4.5,8.9,3.0
Wilbert Wright,1.5,2.6,5.2,10.0
Chong Lambert,0.3,6.9,3.1,0.7
Lydia Winebrenner,3.1,9.2,9.6,9.2
Claire Brewer,4.3,4.2,8.6,0.5
John Miller,0.7,2.6,0.0,6.5
Benjamin Gill,4.2,9.4,1.9,0.3
Rosemary Enoch,8.5,7.3,9.9,8.5
Elizabeth Smith,7.1,2.4,10.0,5.3
John Henderson,1.4,8.4,1.4,3.7
Frank Howe,9.0,1.0,10.0,9.9
Eddie Mcgee,6.3,10.0,2.1,0.5
Betty Daniel,5.9,5.0,9.8,7.4
Joseph Armendarez,3.5,10.0,4.7,4.4
Diana Colgan,10.0,2.0,5.9,4.0
Johnnie Pogue,3.0,9.8,8.5,4.5
Aimee Ayers,9.1,0.5,0.4,10.0
Lisa Tran,3.6,7.7,6.9,4.7
Lynn Whelan,6.0,0.7,6.3,10.0
Olga Destephen,9.6,7.8,9.3,9.5
Ellen Hoyer,5.4,2.2,3.9,2.6
Jackie Nieto,2.0,7.9,8.2,5.3
Mark Sims,6.7,2.7,7.9,7.5
James Holloway,2.9,6.8,6.7,3.1
Hazel Nicholls,7.4,2.4,1.0,9.6
Carolyn Cameron,6.8,9.3,2.2,8.6
William Clark,5.8,5.2,6.8,5.0
Dora Derby,3.3,8.6,5.8,0.4
David Martinez,10.0,10.0,9.1,1.6
James Terrell,6.0,7.7,0.2,3.4
Jeffery Bickley,0.7,1.0,10.0,5.9
Clotilde Anderson,8.8,8.3,3.8,5.0
Monte Oneal,0.2,5.9,9.3,0.7
Hubert Mccallion,4.0,0.0,0.2,3.6
Jacquline Chiesa,9.6,0.7,7.8,5.8
Cindy Wheeler,7.6,6.3,10.0,2.3
Sonja Mosqueda,0.4,9.8,10.0,4.7
Sharlene Dominguez,0.2,8.0,9.0,4.8
Laurie Tant,1.5,1.8,5.2,6.3
Louise Tunson,9.4,10.0,10.0,5.0
Robert Hall,2.5,6.8,4.1,9.8
Richard Lippert,5.4,8.0,5.2,4.2
Brandon Miller,5.0,8.1,1.1,8.7
John Luttrell,4.4,0.1,7.2,6.7
Carolyn Ishikawa,1.3,10.0,9.1,7.5
James Crass,5.7,7.3,1.1,6.1
Ruth Adrian,1.2,1.6,9.0,5.6
Linda Garcia,3.5,3.0,2.1,8.3
Shawn Harris,8.9,4.7,6.0,0.6
Joe Davis,3.5,7.9,5.9,3.3
Raymond Carter,6.2,7.6,0.1,1.2
Micheal Edward,5.3,2.3,3.8,2.1
Anne Clyne,4.0,4.8,4.2,10.0
David Davis,7.2,6.7,8.5,3.1
Kristen Lizardi,2.3,2.0,1.4,6.5
Catherine Keeler,10.0,1.6,2.3,9.5
Daisy Lee,10.0,10.0,6.7,0.2
Henry Heflin,8.4,9.7,10.0,10.0
Christopher Jones,3.0,3.0,5.6,2.9
Randall Holland,5.1,3.6,8.8,7.3
Tammy Ramos,3.9,3.8,1.9,5.5
Bernice Diaz,6.2,5.2,2.1,1.6
William Brown,5.1,0.1,3.0,1.2
Christopher Beasley,10.0,1.9,0.5,0.9
Lewis Fowler,8.8,3.1,6.2,6.4
Lois Malizia,1.5,3.5,5.3,8.3
Gloria Fleming,6.0,3.6,1.6,5.7
Patricia Dwyer,4.9,5.9,5.6,6.0
Erika Gill,1.9,5.1,4.8,4.5
Ashley Shaw,0.7,10.0,3.5,6.5
James Ingram,4.9,5.5,0.5,10.0
Joseph Wheeler,3.5,2.6,7.0,5.3
William Houchin,1.7,3.7,1.3,3.4
Theresa Athan,6.8,6.4,1.1,4.7
James Modlin,6.1,7.7,7.9,7.5
Doris Little,1.6,5.8,6.8,1.1
James Turner,8.5,3.5,7.9,2.0
George Fecteau,5.0,7.6,9.9,1.7
Joanna Gray,6.4,8.4,8.7,2.9
Richard Harvey,3.4,5.1,3.6,7.5
Richard Williams,1.7,10.0,5.3,1.2
Scot Siemering,0.0,6.1,5.1,1.6
David Allegra,5.4,8.0,6.4,10.0
Ruby Mullins,8.6,5.1,9.2,9.8
Ralph Rubert,3.6,3.5,3.7,5.7
Sheryl Land,7.2,10.0,2.9,4.9
Patricia Brown,2.6,9.6,2.5,8.9
Emilio Fletcher,8.7,8.1,1.4,2.6
James Parker,3.6,2.3,5.5,1.7
Delila Bewley,3.8,5.3,9.0,7.1
Edna Erben,2.1,7.9,8.4,0.2
Jimmy Sincell,9.4,6.5,5.1,3.1
Jeffrey Bennett,0.2,9.9,6.7,2.9
Marry Madrid,10.0,9.3,3.4,1.8
Mary Minnick,3.9,6.4,5.4,1.9
Ethel Cyr,4.7,3.1,4.0,10.0
Tommie Irons,7.0,9.2,8.1,4.5
Cynthia Brenner,3.1,1.0,1.2,7.8
Tim Meecham,1.0,4.9,0.6,0.4
Ada Boatman,4.5,5.4,3.9,4.4
James Gutierrez,10.0,3.2,8.5,0.7
Paula Scurry,6.0,9.6,2.3,0.8
Dana Buchanan,4.8,1.4,8.2,7.5
Gwendolyn Johnson,7.1,10.0,7.3,4.1
David Harkins,8.1,7.4,10.0,3.4
Thurman Nguyen,0.1,6.9,7.2,0.8
Sue Lush,10.0,8.9,4.7,8.7
Allen Clawson,2.6,4.7,6.4,4.9
Jose Franzen,8.4,4.8,6.2,0.1
Charles Roy,1.2,2.8,9.4,4.5
Fannie Bolt,6.8,8.2,4.2,10.0
Loni Stowe,4.9,1.1,1.1,8.4
Stephen Maze,10.0,8.7,3.2,6.4
Bobby Garcia,8.4,9.5,9.3,2.9
Darrell Tribble,5.0,7.6,1.7,3.8
Gladys Johnson,5.6,6.8,1.0,7.1
Michele Corujo,0.3,6.0,4.1,1.1
Craig Maupin,6.4,7.4,10.0,2.9
Bryan Martin,0.2,3.2,6.3,0.9
Mary Burns,5.6,2.9,5.3,1.8
Joel White,1.6,2.9,5.1,8.2
Ethan Drakes,4.5,7.3,6.3,6.8
Amanda Fitzhenry,3.3,5.8,9.8,7.8
Tasha Burns,1.6,10.0,1.7,9.2
John Williams,9.5,9.5,3.0,9.9
Pauline Mullins,10.0,7.7,10.0,1.1
Magan Wadsworth,2.4,4.7,8.5,9.9
Salvatore Munguia,6.3,7.8,0.2,6.9
Barbara Branham,2.2,3.1,7.6,3.3
Cary Matthes,4.4,1.0,3.8,0.9
Jane Maynard,4.5,2.3,8.8,4.2
Teresa Garcia,8.6,3.4,5.3,5.1
Laverne Sunderland,10.0,1.7,5.6,1.5
Lucille Smith,0.7,2.7,0.0,0.3
Jeremy Jett,3.0,2.0,6.0,9.4
Patricia Jozwick,10.0,2.0,6.1,9.2
Sarah Parr,0.8,4.3,5.6,6.6
Renee King,5.9,0.6,9.2,6.1
Stephen Denny,10.0,10.0,10.0,10.0
Deborah Hooper,5.1,5.0,6.8,4.8
Peter Easter,0.9,4.8,1.1,10.0
Thomas Wilkerson,4.0,1.2,5.4,5.8
Curtis Juckett,3.4,0.0,4.6,6.1
Jessie Massey,10.0,2.3,8.0,0.9
Anna Rojas,10.0,7.1,10.0,1.8
Michael Denton,5.3,0.2,10.0,5.5
Yvonne Brown,0.3,4.6,8.0,3.9
Mary Bynum,4.3,0.4,6.9,9.9
Louise Baron,8.7,2.6,10.0,0.0
Hazel Nieves,0.1,6.1,7.8,0.8
Joseph Sullivan,1.7,7.9,10.0,9.1
Christina Crawford,10.0,10.0,6.2,10.0
Ilene Wagner,8.7,8.1,5.8,10.0
Melissa Nelson,0.7,9.6,3.8,9.1
Lucille Gutierrez,7.8,5.8,8.9,9.4
Molly Thompson,7.9,8.0,10.0,10.0
Chris Keeling,9.2,0.8,2.6,9.2
Eddie Defranco,9.4,7.4,5.2,3.7
Wesley Leon,4.1,4.4,4.5,0.1
Roman Kemp,10.0,2.4,4.9,2.8
Sue Aliaga,1.5,2.1,6.2,7.9
Andrew Murray,0.2,8.7,4.4,1.4
Geneva Bollinger,8.4,3.0,3.6,10.0
Francisco Tudor,6.4,0.5,4.9,3.6
Susan Peden,3.4,0.1,6.1,2.2
Norman Depedro,6.8,5.6,8.6,2.8
Susie Beck,5.6,7.9,3.0,9.2
Margaret Knight,8.6,7.2,7.1,2.0
Norman Thruman,8.4,7.1,9.1,1.5
Irma Kennedy,6.4,1.1,5.6,5.2
Kathleen Ackley,3.1,6.6,0.5,4.9
George Allard,6.1,7.5,0.6,0.2
Wilbur Jemison,0.7,6.1,3.8,0.5
Peter Crowell,4.6,8.8,6.1,3.7
Jean Hickman,2.5,2.4,8.3,10.0
Mickey Simon,5.1,10.0,6.4,4.8
Jeanne Cyr,4.4,2.5,3.5,1.3
Dorothy Fish,3.7,2.3,1.1,8.5
Julian Holt,7.7,9.3,7.0,9.3
Travis Lawrence,0.3,1.4,1.2,6.6
Alberta Brown,5.3,6.6,4.8,9.5
Pete Rouse,8.6,3.4,3.6,6.1
Cameron Diberardino,8.3,7.5,9.0,1.5
Jessica Webb,1.7,4.6,7.7,8.1
Linda White,7.9,6.7,4.6,0.5
Daniel Douglas,0.8,1.3,1.4,2.7
Andrea Lattimore,7.3,2.0,5.3,8.7
Prudence Mcquinn,8.8,10.0,4.0,2.3
Marlin Conti,7.9,8.2,9.3,1.9
Steve Hulsizer,6.4,2.4,10.0,10.0
Bret Rabb,8.4,0.1,6.0,4.9
Darrell Dowden,8.3,7.0,7.8,9.6
Jennifer Graves,4.6,6.9,8.0,7.8
Curt Gadbaw,6.4,2.9,7.8,3.4
Jacqueline Stice,3.5,8.6,1.3,9.8
Charles Bolf,3.6,6.2,5.6,1.1
Edwin Castellucci,4.3,0.7,9.7,9.9
Edward Mccray,1.1,9.3,9.9,3.9
Susie Haverstick,0.9,6.8,4.2,1.1
Stephen Penny,3.5,7.7,7.6,1.1
Marina Lopez,10.0,9.6,5.7,0.7
Maxine Williams,8.4,8.0,2.6,8.1
Earnestine Buttry,1.4,10.0,9.1,7.2
Ronnie Garrett,1.3,1.6,8.5,9.8
Grace Turner,6.5,5.8,10.0,2.0
Latasha Lemieux,3.1,4.4,5.9,0.1
Herbert Driscoll,9.8,5.8,5.9,0.9
Kenny Walter,8.4,9.6,1.3,4.1
Elizabeth Raymond,4.6,4.7,5.7,6.6
Frank Uresti,6.7,10.0,1.4,6.3
Richard Powell,6.5,10.0,2.1,3.3
Clara Bunda,5.7,0.5,10.0,5.6
Andy Melle,9.5,6.8,6.6,4.9
Mary Tatsch,7.7,5.5,7.5,10.0
Michael Hutchens,3.5,4.9,8.2,2.8
Rita Jansons,10.0,2.1,6.9,4.4
Irene Williams,3.6,10.0,7.9,4.2
Bill Betty,10.0,10.0,6.9,10.0
Jennifer Dial,7.4,1.1,6.7,0.6
Josephine Hadsell,1.0,5.4,10.0,4.2
Omar Hutchinson,0.9,6.6,2.6,4.3
Nicole Godbee,6.7,5.5,10.0,2.1
Susan Rubottom,8.7,10.0,5.7,1.9
Javier Snyder,4.7,7.3,2.9,6.2
Kristen Dehaven,1.1,10.0,4.3,7.7
Steven Myers,4.9,3.1,7.7,0.8
Jennifer Pringle,3.0,1.6,10.0,9.5
Tammy Frentzel,0.4,6.8,2.5,3.4
Andrew Peterson,10.0,5.4,7.6,8.9
Edward Dixon,7.9,1.0,5.3,1.2
Barbara Meador,8.6,8.7,2.8,3.9
Justin Boddie,8.2,7.8,5.3,3.5
Gregory Burke,4.5,9.5,0.4,7.3
Alfred Casey,8.4,8.8,7.6,8.6
Robert Roswell,9.8,4.3,0.4,5.7
Julie Munger,4.5,3.6,9.6,8.1
